,company_id,assets,nace_4digit,nace_2digit,country,is_biotech,all_bvdid,Description,is_financial
331,10314907.0,4161889225.0,6430.0,64.0,161.0,False,FR682001904,"Financial service activities, except insurance and pension funding",True
332,10397179.0,3355759000.0,6420.0,64.0,26.0,False,BE0403108145,"Financial service activities, except insurance and pension funding",True
333,10399965.0,30028120000.0,6419.0,64.0,161.0,False,FR440676559,"Financial service activities, except insurance and pension funding",True
334,10426595.0,12393110.0,7010.0,70.0,34.0,False,AT9030036087,Activities of head offices; management consultancy activities,False
335,10442362.0,253701790.0,2016.0,20.0,26.0,False,BE0869926088,Manufacture of chemicals and chemical products,False
336,10445350.0,24964951000.0,6419.0,64.0,161.0,False,FR356801571,"Financial service activities, except insurance and pension funding",True
337,10527942.0,47435322.0,7010.0,70.0,34.0,False,AT9010064430,Activities of head offices; management consultancy activities,False
338,10557892.0,11803447000.0,6419.0,64.0,34.0,False,ATFEB44015,"Financial service activities, except insurance and pension funding",True
339,10559678.0,308512173.0,3514.0,35.0,26.0,False,BE0859655570,"Electricity, gas, steam and air conditioning supply",False
340,10568515.0,41726621.0,6499.0,64.0,26.0,False,BE0449401790,"Financial service activities, except insurance and pension funding",True
341,10601254.0,7335759000.0,6419.0,64.0,161.0,False,FR391007457,"Financial service activities, except insurance and pension funding",True
342,10615536.0,,8411.0,68.0,26.0,False,BE0863790443,Real estate activities,False
343,10690657.0,20403322000.0,6419.0,64.0,161.0,False,FR440242469,"Financial service activities, except insurance and pension funding",True
344,10691771.0,20609758000.0,6430.0,64.0,161.0,False,FR509584074,"Financial service activities, except insurance and pension funding",True
345,10713526.0,3691671000.0,6500.0,65.0,26.0,False,BE0221518504,"Insurance, reinsurance and pension funding, except compulsory social security",False
346,10747671.0,19510901000.0,6419.0,64.0,161.0,False,FR415176072,"Financial service activities, except insurance and pension funding",True
347,10752869.0,193564.0,7211.0,72.0,26.0,True,BE0550533891,Scientific research and development ,False
348,10772240.0,57933981.0,6619.0,66.0,34.0,False,AT9090026729,Activities auxiliary to financial services and insurance activities,False
349,10794574.0,43953999.0,6420.0,64.0,34.0,False,AT9050076527,"Financial service activities, except insurance and pension funding",True
350,10826207.0,21433257000.0,6419.0,64.0,161.0,False,FR394157085,"Financial service activities, except insurance and pension funding",True
351,10877221.0,29862195.0,6630.0,64.0,60.0,False,SE5560700683,"Financial service activities, except insurance and pension funding",True
352,10999268.0,663000000.0,6419.0,64.0,34.0,False,ATFEB48377,"Financial service activities, except insurance and pension funding",True
353,11039056.0,178653.0,7211.0,72.0,26.0,True,BE0548752952,Scientific research and development ,False
354,11044496.0,213879619.0,7022.0,70.0,26.0,False,BE0227842904,Activities of head offices; management consultancy activities,False
355,11062574.0,3939681.0,7022.0,70.0,26.0,False,BE0467103597,Activities of head offices; management consultancy activities,False
356,11066540.0,461717000.0,6419.0,64.0,34.0,False,ATFEB48346,"Financial service activities, except insurance and pension funding",True
357,11067803.0,11499840000.0,6419.0,64.0,161.0,False,FR554200808,"Financial service activities, except insurance and pension funding",True
358,11079396.0,36620227.0,6420.0,64.0,119.0,False,ESB08251175,"Financial service activities, except insurance and pension funding",True
359,11314149.0,60425621000.0,6419.0,64.0,161.0,False,FR552091795,"Financial service activities, except insurance and pension funding",True
360,11358963.0,1107585523.0,2120.0,21.0,60.0,False,SE5560389321,Manufacture of basic pharmaceutical products and pharmaceutical preparations,False
361,11359808.0,197074334.0,7211.0,72.0,26.0,True,BE0456343923,Scientific research and development ,False
362,11371833.0,21995374000.0,6419.0,64.0,161.0,False,FR302958491,"Financial service activities, except insurance and pension funding",True
363,11375252.0,17150439000.0,6500.0,65.0,26.0,False,BE0404484654,"Insurance, reinsurance and pension funding, except compulsory social security",False
364,11377715.0,12153364000.0,6419.0,64.0,161.0,False,FR399354810,"Financial service activities, except insurance and pension funding",True
365,11397033.0,22416539.0,4774.0,47.0,26.0,False,BE0453722745,"Retail trade, except of motor vehicles and motorcycles",False
366,11397047.0,221877.0,7211.0,72.0,26.0,True,BE0607985607,Scientific research and development ,False
367,11403384.0,114778905.0,4120.0,42.0,26.0,False,BE0401212289,Civil engineering,False
368,11433965.0,9453038000.0,6419.0,64.0,161.0,False,FR777903816,"Financial service activities, except insurance and pension funding",True
369,11449499.0,996000000.0,6419.0,64.0,34.0,False,ATFEB48364,"Financial service activities, except insurance and pension funding",True
370,11557911.0,,6612.0,66.0,60.0,False,SE5566643531,Activities auxiliary to financial services and insurance activities,False
371,11616503.0,27215374.0,4646.0,46.0,26.0,False,BE0404755066,"Wholesale trade, except of motor vehicles and motorcycles",False
372,11625353.0,77600742.0,7022.0,70.0,161.0,False,FR752532705,Activities of head offices; management consultancy activities,False
373,11649783.0,10985175000.0,6419.0,64.0,161.0,False,FR380386854,"Financial service activities, except insurance and pension funding",True
374,11662472.0,165832.0,8299.0,82.0,26.0,False,BE0836562345,"Office administrative, office support and other business support activities",False
375,11704367.0,436407656.0,6511.0,65.0,60.0,False,SE5176009529,"Insurance, reinsurance and pension funding, except compulsory social security",False
376,11705420.0,631157000.0,6419.0,64.0,34.0,False,ATFEB48344,"Financial service activities, except insurance and pension funding",True
377,11710224.0,106010746.0,6630.0,66.0,60.0,False,SE5564188851,Activities auxiliary to financial services and insurance activities,False
378,11717529.0,8197015.0,7211.0,70.0,26.0,True,BE0468545434,Activities of head offices; management consultancy activities,False
379,11728798.0,1254713.0,6420.0,64.0,26.0,False,BE0466262370,"Financial service activities, except insurance and pension funding",True
380,11853658.0,16435742258.0,6500.0,65.0,60.0,False,SE5020330642,"Insurance, reinsurance and pension funding, except compulsory social security",False
381,11870797.0,442210060.0,6511.0,65.0,60.0,False,SE5492020028,"Insurance, reinsurance and pension funding, except compulsory social security",False
382,11886177.0,17698047000.0,6500.0,65.0,129.0,False,FI10300592,"Insurance, reinsurance and pension funding, except compulsory social security",False
383,11888499.0,599814.0,7211.0,72.0,26.0,True,BE0844375991,Scientific research and development ,False
384,11908041.0,7099842.0,7211.0,72.0,26.0,True,BE0657842221,Scientific research and development ,False
385,11944072.0,121634552.0,4322.0,43.0,26.0,False,BE0402980164,Specialised construction activities,False
